merged_row_index,query,script_title,overall_rating,剧情,推理,悬疑,欢乐,情感,机制,还原,沉浸,演绎,玩法,故事,难度,互动,立意,阵营,本格,变格,恐怖,硬核,want_count,played_count,review_count,publishers,metadata,tags,source_file,source_app,source_platform,male_count,female_count,total_players_from_gender,total_players_mentioned,duration_hours,difficulty,release_year,release_month,total_players,release_date,duration_bin,suspicious_want_count,usable_for_popularity_analysis
2060,我不是人你是真的狗,我不是人你是真的狗,6.0,6.6,0.0,0.0,7.0,0.0,6.4,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,3.8,9980.0,158,TheOne剧本工作室,第180本，我不是人你是真的狗 综合评分:3 剧本类型:欢乐机制情感 人物角色:5男3女 时长:4小时 角色...全文,架空 机制 欢乐 动物,miquan_ipad_ratings.csv,miquan,ipad,5,3,8,,4.0,,,,8,,3-4h,True,False
2061,温莎大厦,温莎大厦,6.7,6.8,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,331.0,5163.0,84,小公猫工作室,3男2女 4.0小时 进阶 2020.12发行,,miquan_ipad_ratings.csv,miquan,ipad,3,2,5,,4.0,进阶,2020,12,5,2020-12-01,3-4h,False,True
2062,人类灭绝计划,人类灭绝计划,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,9517.0,0.0,0,惊蛰推理,6男2女 5.0小时 高阶 2020.11发行,,miquan_ipad_ratings.csv,miquan,ipad,6,2,8,,5.0,高阶,2020,11,8,2020-11-01,4-5h,False,True
2063,致命协议,致命协议,6.1,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,2768.0,39844.0,740,貔貅文化; 黑马剧制,3男2女 4.5小时 进阶 2021.01发行,,miquan_ipad_ratings.csv,miquan,ipad,3,2,5,,4.5,进阶,2021,1,5,2021-01-01,4-5h,False,True
2064,遗产,遗产,5.2,5.8,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,5.9,0,0,0,0,5.8,28374.0,429,盛世剧制,4男4女 4.0小时 新手 2020.12发行,,miquan_ipad_ratings.csv,miquan,ipad,4,4,8,,4.0,新手,2020,12,8,2020-12-01,3-4h,True,False
2065,后宫,后宫,5.6,5.9,0.0,0.0,6.7,0.0,5.8,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,3.8,43975.0,923,无间剧制工作室,2男4女 4.5小时 进阶 2020.12发行,架空 机制 欢乐 宫廷,miquan_ipad_ratings.csv,miquan,ipad,2,4,6,,4.5,进阶,2020,12,6,2020-12-01,4-5h,True,False
2066,完美人生,完美人生,7.8,7.1,7.4,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,12329.0,15545.0,499,天津剧盟发行工作室,3男2女 4.5小时 高阶 2020.11发行,,miquan_ipad_ratings.csv,miquan,ipad,3,2,5,,4.5,高阶,2020,11,5,2020-11-01,4-5h,False,True
2067,老房子,老房子,6.6,6.9,0.0,0.0,0.0,7.0,0.0,0.0,0.0,6.9,0.0,0,0,0,0.0,0.0,0,0,0,0,6872.0,4660.0,62,诡迷剧本发行工作室,3男3女 4.5小时 进阶 2020.11发行,,miquan_ipad_ratings.csv,miquan,ipad,3,3,6,,4.5,进阶,2020,11,6,2020-11-01,4-5h,False,True
2069,金陵有座东君书院,金陵有座东君书院,8.4,7.9,6.8,0.0,0.0,7.9,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,3.4,168667.0,7015,LARP原创工作室,3男3女 5.5小时 新手 2020.11发行,古风 情感 沉浸 校园,miquan_ipad_ratings.csv,miquan,ipad,3,3,6,,5.5,新手,2020,11,6,2020-11-01,5-6h,True,False
2072,声声慢,声声慢,6.7,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,3.4,181739.0,5887,瓦特工作室,3男3女 4.0小时 新手 2021.01发行,古风 情感 沉浸 武侠,miquan_ipad_ratings.csv,miquan,ipad,3,3,6,,4.0,新手,2021,1,6,2021-01-01,3-4h,True,False
2073,春运,春运,5.4,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0,0,0,0.0,6.9,0,0,0,0,3.8,65867.0,1026,空然新语; 非凡大陆工作室,5男3女 4.0小时 进阶 2021.01发行,中式 机制 欢乐 都市,miquan_ipad_ratings.csv,miquan,ipad,5,3,8,,4.0,进阶,2021,1,8,2021-01-01,3-4h,True,False
2074,渣女成长史,渣女成长史,3.5,4.4,0.0,0.0,4.8,0.0,4.4,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,3.8,42764.0,603,惊蛰推理,3男4女 4.0小时 新手 2021.01发行,中式 机制 欢乐 都市,miquan_ipad_ratings.csv,miquan,ipad,3,4,7,,4.0,新手,2021,1,7,2021-01-01,3-4h,True,False
2077,喜剧之王,喜剧之王,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,1.4,0.0,0,恩阿实景游戏,5男4女 3.0小时 新手 2019.12发行,,miquan_ipad_ratings.csv,miquan,ipad,5,4,9,,3.0,新手,2019,12,9,2019-12-01,<=3h,True,False
2079,剥离,剥离,6.6,6.9,6.9,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,250.0,2235.0,40,八方阁工作室,4男3女 5.0小时 高阶 2020.12发行,,miquan_ipad_ratings.csv,miquan,ipad,4,3,7,,5.0,高阶,2020,12,7,2020-12-01,4-5h,False,True
2080,卜卦,卜卦,6.7,6.7,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,5940.0,11068.0,157,葵花工作室,4男2女 5.0小时 高阶 2020.12发行,,miquan_ipad_ratings.csv,miquan,ipad,4,2,6,,5.0,高阶,2020,12,6,2020-12-01,4-5h,False,True
2081,布偶村,布偶村,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,1833.0,0.0,0,梦境岭剧本工作室,5男2女 4.0小时 进阶 2020.12发行,,miquan_ipad_ratings.csv,miquan,ipad,5,2,7,,4.0,进阶,2020,12,7,2020-12-01,3-4h,False,True
2082,朝暮与卿,朝暮与卿,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,2.8,0.0,0,天津剧盟发行工作室,3男3女 4.5小时 进阶 2020.11发行,古风 推理 沉浸 武侠,miquan_ipad_ratings.csv,miquan,ipad,3,3,6,,4.5,进阶,2020,11,6,2020-11-01,4-5h,True,False
2083,刺探,刺探,7.6,7.0,0.0,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,7.3,0,0,0,0,5.8,49096.0,1227,出山工作室,5男2女 4.0小时 进阶 2020.02发行,,miquan_ipad_ratings.csv,miquan,ipad,5,2,7,,4.0,进阶,2020,2,7,2020-02-01,3-4h,True,False
2084,合租房的秘密,合租房的秘密,5.4,6.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6.0,0,0,0,0,5.8,9257.0,102,黑桃皇后工作室,百本选手说剧本：剧本《合租房的秘密》6人本 4男2女 剧本类型:盒装本 欢乐本 游戏时间:3小时左右 又是一个 避雷本 这个本 是一个 黄 爆 本 女性玩家 尤其 不适 3小时左右 打完 故事 有点 低俗 不建议打 这个本 老本了 以后 就都 别打了 避雷 这个本,,miquan_ipad_ratings.csv,miquan,ipad,4,2,6,6,3.0,,,,6,,<=3h,True,False
2085,黎丘丈人,黎丘丈人,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,1.4,0.0,0,天津剧盟发行工作室,3男3女 4.5小时 高阶 2020.10发行,,miquan_ipad_ratings.csv,miquan,ipad,3,3,6,,4.5,高阶,2020,10,6,2020-10-01,4-5h,True,False
2086,漫长的告白,漫长的告白,6.6,6.5,6.5,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,3.4,10892.0,206,惊蛰推理,4男2女 4.5小时 高阶 2020.11发行,中式 情感 沉浸 都市,miquan_ipad_ratings.csv,miquan,ipad,4,2,6,,4.5,高阶,2020,11,6,2020-11-01,4-5h,True,False
2087,全程无鬼,全程无鬼,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,均泽国风工作室,3男3女 4.5小时 进阶 2020.11发行,,miquan_ipad_ratings.csv,miquan,ipad,3,3,6,,4.5,进阶,2020,11,6,2020-11-01,4-5h,False,True
2088,森林王国之选美大赛,森林王国之选美大赛,4.4,5.2,0.0,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,5.4,0,0,0,0,5.8,14754.0,181,水镜出品,2男7女 4.0小时 进阶 2020.11发行,,miquan_ipad_ratings.csv,miquan,ipad,2,7,9,,4.0,进阶,2020,11,9,2020-11-01,3-4h,True,False
2089,食神,食神,4.9,5.7,0.0,0.0,6.4,0.0,6.3,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,3.8,9563.0,98,卡卡工作室,3男3女 4.0小时 进阶 2020.12发行,架空 机制 欢乐 都市,miquan_ipad_ratings.csv,miquan,ipad,3,3,6,,4.0,进阶,2020,12,6,2020-12-01,3-4h,True,False
2090,寺火明夜志,寺火明夜志,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,7608.0,0.0,0,两级反转发行工作室,3男2女 4.0小时 进阶 2020.11发行,日式 机制 沉浸 都市,miquan_ipad_ratings.csv,miquan,ipad,3,2,5,,4.0,进阶,2020,11,5,2020-11-01,3-4h,False,True
2091,铁锅炖大ne,铁锅炖大ne,5.8,6.5,0.0,0.0,6.7,0.0,6.6,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,3.8,3335.0,62,不止发行工作室,《铁锅炖大ne》 人数：6人 （2女4男） 时长：3—4小时 评价： 这个本非常欢乐，能够让人捧腹大笑， 每个人不仅要完成主线任务，还要完成每个...全文,中式 机制 欢乐 都市,miquan_ipad_ratings.csv,miquan,ipad,,,,6,4.0,,,,6,,3-4h,True,False
2092,我在看着你,我在看着你,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,青山归工作室,4男2女 4.5小时 进阶 2020.11发行,日式 推理 惊悚 都市,miquan_ipad_ratings.csv,miquan,ipad,4,2,6,,4.5,进阶,2020,11,6,2020-11-01,4-5h,False,True
2093,希夏邦马,希夏邦马,6.5,6.8,6.7,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,343.0,4219.0,53,九道街剧本工作室,3男3女 4.5小时 高阶 2020.12发行,,miquan_ipad_ratings.csv,miquan,ipad,3,3,6,,4.5,高阶,2020,12,6,2020-12-01,4-5h,False,True
2094,新鲜丧尸,新鲜丧尸已送达请签收,6.4,6.5,0.0,0.0,6.9,0.0,6.6,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,3.8,13187.0,211,鲜焰文化,5男2女 4.5小时 进阶 2020.11发行,未来 机制 欢乐 怪谈,miquan_ipad_ratings.csv,miquan,ipad,5,2,7,,4.5,进阶,2020,11,7,2020-11-01,4-5h,True,False
2095,在劫难逃,在劫难逃,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,小羊探案,4男2女 5.0小时 进阶 2022.10发行,,miquan_ipad_ratings.csv,miquan,ipad,4,2,6,,5.0,进阶,2022,10,6,2022-10-01,4-5h,False,True
2096,早安，打工人,早安，打工人,5.3,5.9,0.0,0.0,6.4,0.0,6.1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,3.8,10271.0,124,天津第一现场,5男5女 4.5小时 新手 2020.12发行,中式 机制 欢乐 都市,miquan_ipad_ratings.csv,miquan,ipad,5,5,10,,4.5,新手,2020,12,10,2020-12-01,4-5h,True,False
2098,将宴,将宴,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,5043.0,0.0,0,真有戏工作室,4男3女 4.0小时 高阶 2020.12发行,,miquan_ipad_ratings.csv,miquan,ipad,4,3,7,,4.0,高阶,2020,12,7,2020-12-01,3-4h,False,True
2099,宝格丽之夜,宝格丽之夜,5.2,5.5,0.0,0.0,0.0,5.2,5.6,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,7608.0,126603.0,1741,月影工作室,4男4女 4.5小时 新手 2020.12发行,中式 机制 沉浸 都市,miquan_ipad_ratings.csv,miquan,ipad,4,4,8,,4.5,新手,2020,12,8,2020-12-01,4-5h,False,True
2100,杀戮之裔,杀戮之裔,6.4,6.9,6.9,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,2.8,3823.0,45,沧之溟工作室,3男3女 4.5小时 进阶 2020.12发行,日式 推理 沉浸 校园,miquan_ipad_ratings.csv,miquan,ipad,3,3,6,,4.5,进阶,2020,12,6,2020-12-01,4-5h,True,False
2102,晓人间.再见,晓人间·再见,6.2,6.3,6.2,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,3.4,28754.0,434,月石工作室,3男3女 4.0小时 新手 2020.12发行,中式 情感 沉浸 都市,miquan_ipad_ratings.csv,miquan,ipad,3,3,6,,4.0,新手,2020,12,6,2020-12-01,3-4h,True,False
2103,刺天,刺天,5.9,6.6,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,539.0,9862.0,132,阿斯巴甜,3男2女 4.5小时 高阶 2020.10发行,,miquan_ipad_ratings.csv,miquan,ipad,3,2,5,,4.5,高阶,2020,10,5,2020-10-01,4-5h,False,True
2104,孤独推理家,孤独推理家,6.5,6.6,6.1,0.0,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,2.8,9462.0,120,Siren剧本工作室,4男3女 4.0小时 进阶 2020.12发行,中式 推理 沉浸 其他,miquan_ipad_ratings.csv,miquan,ipad,4,3,7,,4.0,进阶,2020,12,7,2020-12-01,3-4h,True,False
2105,兵临城下,兵临城下,8.0,7.8,0.0,0.0,0.0,7.8,0.0,0.0,7.7,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,3.4,171595.0,5225,老玉米联合工作室,4男3女 4.5小时 进阶 2020.12发行,民国 情感 沉浸 战争,miquan_ipad_ratings.csv,miquan,ipad,4,3,7,,4.5,进阶,2020,12,7,2020-12-01,4-5h,True,False
2106,刺秦,刺秦,5.5,5.8,0.0,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6.1,0,0,0,0,5.8,51695.0,891,隐证剧本工作室,5男4女 4.0小时 进阶 2021.01发行,,miquan_ipad_ratings.csv,miquan,ipad,5,4,9,,4.0,进阶,2021,1,9,2021-01-01,3-4h,True,False
2107,春昼短,春昼短,4.8,5.5,4.9,0.0,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,3.4,92313.0,1309,阿斯巴甜,“所爱隔山海，山海亦可平。” 类型：情感 现代 沉浸 微推理 时长：3小时（优点：短，不坐牢） 人数：三男三女 体验角色：何西西（没有角色贴我，就...全文,中式 情感 沉浸 都市,miquan_ipad_ratings.csv,miquan,ipad,3,3,6,,3.0,,,,6,,<=3h,True,False
2108,雾鸦馆,雾鸦馆,7.8,7.3,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,102434.0,192770.0,8665,灰烬工作室,4男2女 5.0小时 高阶 2020.12发行,架空 机制 沉浸 进阶,miquan_ipad_ratings.csv,miquan,ipad,4,2,6,,5.0,高阶,2020,12,6,2020-12-01,4-5h,False,True
2110,失格人间,失格人间,6.6,6.6,6.6,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,6226.0,11163.0,130,万游文创,5男2女 4.0小时 进阶 2020.06发行,,miquan_ipad_ratings.csv,miquan,ipad,5,2,7,,4.0,进阶,2020,6,7,2020-06-01,3-4h,False,True
2111,黑暗议会,黑暗议会,6.2,6.4,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6.5,0,0,0,0,5.8,55179.0,1072,浮生文宝工作室,4男2女 4.0小时 新手 2020.10发行,欧美 阵营 欢乐 新手,miquan_ipad_ratings.csv,miquan,ipad,4,2,6,,4.0,新手,2020,10,6,2020-10-01,3-4h,True,False
2112,比武招亲,比武招亲,5.1,5.6,5.1,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,8891.0,54082.0,776,山橘推理; 3101原创剧本工作室,6男0女 4.0小时 新手 2020.12发行,架空 推理 欢乐 武侠,miquan_ipad_ratings.csv,miquan,ipad,6,0,6,,4.0,新手,2020,12,6,2020-12-01,3-4h,False,True
2113,似灵寺,似灵寺,5.7,5.8,0.0,0.0,0.0,6.3,5.7,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,7608.0,90787.0,1245,鲸语文创,3男3女 4.5小时 新手 2020.07发行,中式 机制 沉浸 都市,miquan_ipad_ratings.csv,miquan,ipad,3,3,6,,4.5,新手,2020,7,6,2020-07-01,4-5h,False,True
2114,死无对证,死无对证,6.3,6.7,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,12067.0,5240.0,522,低空飞行,3男3女 6.5小时 新手 2025.07发行,架空 推理 悬疑 新手,miquan_ipad_ratings.csv,miquan,ipad,3,3,6,,6.5,新手,2025,7,6,2025-07-01,6-8h,False,True
2116,长生叹,长生叹,5.9,6.4,6.2,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,3.4,24749.0,316,LARP原创工作室,3男3女 4.0小时 新手 2020.11发行,民国 情感 沉浸 都市,miquan_ipad_ratings.csv,miquan,ipad,3,3,6,,4.0,新手,2020,11,6,2020-11-01,3-4h,True,False
2119,剧名你定,剧名你定,5.9,6.2,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,672.0,11523.0,127,造梦人文创,3男3女 4.5小时 进阶 2020.11发行,,miquan_ipad_ratings.csv,miquan,ipad,3,3,6,,4.5,进阶,2020,11,6,2020-11-01,4-5h,False,True
2120,禁锢之地,禁锢之地,7.2,7.2,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,1833.0,26657.0,560,DA剧本工场; 雪人剧制,3男4女 4.0小时 进阶 2020.11发行,微恐剧本杀测评|逃出精神病院《禁锢之地》 题材：精神病院 海龟汤 类型：微恐 情感 还原 沉浸 人数：7人（3...全文,miquan_ipad_ratings.csv,miquan,ipad,3,4,7,,4.0,进阶,2020,11,7,2020-11-01,3-4h,False,True
2121,剑舞流炎,剑舞流炎,5.8,6.5,6.4,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,249.0,3220.0,52,嘉诺文化,4男2女 4.0小时 进阶 2020.09发行,,miquan_ipad_ratings.csv,miquan,ipad,4,2,6,,4.0,进阶,2020,9,6,2020-09-01,3-4h,False,True
2122,皇帝的荣耀,皇帝的荣耀,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,9.5,0.0,0,无垠工作室,4男2女 4.5小时 进阶 2020.10发行,欧美 机制 欢乐 宫廷,miquan_ipad_ratings.csv,miquan,ipad,4,2,6,,4.5,进阶,2020,10,6,2020-10-01,4-5h,True,False
2124,扶桑嫂,扶桑嫂,6.5,6.6,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,6990.0,18178.0,363,梦境岭剧本工作室,第17本 时长：3小时 配置：2男4女 DM：法老 让店家把恐怖氛围调到最低，其实就是一个带点氛围的三刀两毒本。三幕四个案件全是三刀两毒，...全文,,miquan_ipad_ratings.csv,miquan,ipad,2,4,6,,3.0,,,,6,,<=3h,False,True
2125,疯狂美食节3,疯狂美食节3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,9.5,0.0,0,红泥小火炉工作室,3男4女 4.5小时 进阶 2020.09发行,架空 机制 欢乐 都市,miquan_ipad_ratings.csv,miquan,ipad,3,4,7,,4.5,进阶,2020,9,7,2020-09-01,4-5h,True,False
2126,璀璨星河,璀璨星河,5.9,6.4,6.4,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,3.4,13429.0,126,灰帆文化,3男3女 4.0小时 进阶 2020.11发行,未来 情感 沉浸 科幻,miquan_ipad_ratings.csv,miquan,ipad,3,3,6,,4.0,进阶,2020,11,6,2020-11-01,3-4h,True,False
2128,奥尔幼儿园,奥尔幼儿园,7.4,7.2,0.0,0.0,7.0,0.0,6.7,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,9.5,54815.0,837,猫头鹰剧能作,补测系列🌟《奥尔幼儿园》🌟 📖剧本类型:新手｜欢乐｜立意｜微情感 👦玩家配置:三男三女 🕰体验时长:4-5小时 这个本是个古早本了，当时刚玩剧本杀不久...全文,欧美 机制 欢乐 校园,miquan_ipad_ratings.csv,miquan,ipad,3,3,6,,5.0,新手,,,6,,4-5h,True,False
2129,雪封南川,雪封南川,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,9517.0,0.0,0,志异文创,5男2女 4.5小时 进阶 2019.10发行,,miquan_ipad_ratings.csv,miquan,ipad,5,2,7,,4.5,进阶,2019,10,7,2019-10-01,4-5h,False,True
2130,笑饮楼记,笑饮楼记,7.0,6.9,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7.2,0.0,0,0,0,0,1.4,11758.0,173,有糖谋杀之谜工作室,4男2女 5.0小时 高阶 2020.09发行,,miquan_ipad_ratings.csv,miquan,ipad,4,2,6,,5.0,高阶,2020,9,6,2020-09-01,4-5h,True,False
2132,精神小伙,夜露死苦！进击的精神小伙,5.5,5.9,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,5.9,0,0,0,0,5.8,10308.0,157,闲顽工作室,5男3女 4.0小时 进阶 2020.11发行,,miquan_ipad_ratings.csv,miquan,ipad,5,3,8,,4.0,进阶,2020,11,8,2020-11-01,3-4h,True,False
2133,红衣男孩,红衣男孩,7.0,7.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,471.0,62197.0,1359,雪人剧制; ATM文创,微恐怖还原本《红衣男孩》这个本打完我几个晚上不敢关灯睡觉（朱小墨）就是儿子失踪要找儿子！剧情扣人心弦，沉浸感很棒！灯光、音效与剧本配合度很高。店好找，在中街附近，还算干净。 剧本人数:5人（2男3女）剧本时长:3-5小时,中式 机制 惊悚 新手,miquan_ipad_ratings.csv,miquan,ipad,2,3,5,5,5.0,,,,5,,4-5h,False,True
2134,持斧奥夫,持斧奥夫,8.9,8.3,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,136102.0,170062.0,13195,,4男2女 4.5小时 高阶 2020.11发行,,miquan_ipad_ratings.csv,miquan,ipad,4,2,6,,4.5,高阶,2020,11,6,2020-11-01,4-5h,False,True
2135,一座城,一座城,8.8,8.4,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,8.0,0,0,0,0.0,0.0,0,0,0,0,6090.0,168932.0,13159,老姜剧本,2男2女 4.5小时 进阶 2020.09发行,,miquan_ipad_ratings.csv,miquan,ipad,2,2,4,,4.5,进阶,2020,9,4,2020-09-01,4-5h,False,True
2136,七成熟,七成熟,5.9,6.7,6.6,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,8888.0,3441.0,43,井鸟工作室,4男2女 4.5小时 进阶 2020.11发行,中式 推理 欢乐 都市,miquan_ipad_ratings.csv,miquan,ipad,4,2,6,,4.5,进阶,2020,11,6,2020-11-01,4-5h,False,True
2137,第八个面具,第八个面具,7.6,7.2,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0,0,0,7.0,0.0,0,0,0,0,6577.0,38886.0,849,沧之溟工作室,4男2女 4.5小时 进阶 2020.11发行,,miquan_ipad_ratings.csv,miquan,ipad,4,2,6,,4.5,进阶,2020,11,6,2020-11-01,4-5h,False,True
2138,白鲸,白鲸,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,3.4,0.0,0,梦境里发行工作室,4男2女 4.5小时 高阶 2020.11发行,架空 情感 沉浸 都市,miquan_ipad_ratings.csv,miquan,ipad,4,2,6,,4.5,高阶,2020,11,6,2020-11-01,4-5h,True,False
2139,剪烛夜行,剪烛夜行,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,X探案工作室,3男3女 4.5小时 进阶,,miquan_ipad_ratings.csv,miquan,ipad,3,3,6,,4.5,进阶,,,6,,4-5h,False,True
2140,林屋,林屋,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,2.8,0.0,0,奥弗赛文娱乐,4男2女 4.5小时 高阶 2020.04发行,中式 推理 沉浸 都市,miquan_ipad_ratings.csv,miquan,ipad,4,2,6,,4.5,高阶,2020,4,6,2020-04-01,4-5h,True,False
2141,逆河,逆河,6.1,6.8,6.5,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,2.8,4465.0,86,归一工作室,2男3女 4.0小时 新手 2020.06发行,中式 推理 沉浸 都市,miquan_ipad_ratings.csv,miquan,ipad,2,3,5,,4.0,新手,2020,6,5,2020-06-01,3-4h,True,False
2142,归墟,归墟,5.5,6.3,6.2,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,2.8,13192.0,169,灰帆文化,4男2女 4.0小时 进阶 2020.09发行,中式 推理 沉浸 校园,miquan_ipad_ratings.csv,miquan,ipad,4,2,6,,4.0,进阶,2020,9,6,2020-09-01,3-4h,True,False
