query,script_title,overall_rating,剧情,推理,悬疑,欢乐,情感,机制,还原,沉浸,演绎,玩法,故事,难度,互动,立意,阵营,本格,变格,恐怖,硬核,want_count,played_count,review_count,publishers,metadata,tags
卧底模拟训练,卧底模拟训练,6.1,6.3,6.4,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,14564,328,老玉米联合工作室; 帽哥工作室,7男0女 4.5小时 进阶 2021.12发行,港澳 推理 沉浸 刑侦
一米光年,一米光年,7.5,7,0,0,0,7,0,0,0,6.8,0,0,0,0,0,0,0,0,0,0,6719,4174,87,口袋发行,2男3女 5.0小时 进阶 2021.06发行,
非正式访谈,非正式访谈,6.7,6.9,6.9,0,0,0,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,2.8,4355,80,子不肴工作室,3男3女 4.5小时 高阶 2020.06发行,中式 推理 沉浸 都市
回家,回家,8,7.3,5.9,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,34836,1208,北京Q&A侦探推理社; 枫叶工作室,可能因为比较老，所以体量特别小，3个小时就能搞定的本，弊端就是剧情内容不太丰满，但文笔很不错，代入感特别强，人性互相的纠缠展现的淋漓尽致，感觉整体女玩家体验要高于男玩家…后期把列车上的6个玩家爱恨情仇全部展开，对很多玩家都可以直击...全文,中式 推理 沉浸 其他
少年游,少年游,6.1,6.2,0,0,0,6.5,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,6719,7541,151,贰叁工作室,3男3女 4.0小时 新手 2021.09发行,古风 情感 演绎 武侠
今夜无人离岛,今夜无人离岛,7.8,7.3,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2866,6497,278,K的游戏,第36本 时长：4.5小时 配置：4男2女 剧本体量不大，但是可盘的东西可真不少。推凶基本上靠时间线就可解，注意目击证词中的障眼法即可。其中有一个制造不在场证明的小诡计有点惊艳，...全文,
永夜序章,永夜序章,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,多米互娱·SSS,3男2女 4.5小时 进阶,架空 推理 沉浸 都市
尔娱我诈,尔娱我诈,5,5.5,0,0,6.4,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,28358,700,云珂工作室,4男4女 4.0小时 新手 2021.11发行,现代 机制 欢乐 其他
死者档案,死者档案,8.2,7.8,0,0,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1833,7693,289,胖哒剧制,3男3女 4.0小时 新手 2021.11发行,
彩票,彩票,6.2,6.5,0,0,6.7,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,5005,105,,4男3女 4.0小时 新手 2021.11发行,现代 机制 欢乐 其他
将月,将月,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7609,0,0,时光玩剧,3男3女 4.0小时 进阶 2021.09发行,古风 机制 沉浸 都市
六角笼,六角笼,5.5,6.3,6.5,0,0,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,0,1.4,10915,198,万物可爱,4男2女 4.0小时 进阶 2021.07发行,
上坟静点,魂系列：上坟静点,6.5,6.7,6.7,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,4644,67,音派文化工作室,4男2女 5.0小时 进阶 2020.09发行,架空 推理 沉浸 校园
欢迎来到我的世界,欢迎来到我的世界,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4男2女 4.0小时 新手 2021.08发行,
拱墅驾校,拱墅驾校,6.4,6.6,0,0,6.9,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,6374,97,妙妙屋剧制,补测🌟《拱墅驾校》🌟 📖剧本类型:中式｜都市｜机制｜欢乐 🕰体验时长:5小时 👦玩家配置:五男四女 一个题材很有意思的本，都是很多人亲身经...全文,中式 机制 欢乐 都市
枭鸾并栖,枭鸾并栖,6.1,6.6,0,6.7,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,5043,1478,49,故事作坊,4男2女 5.0小时 高阶 2021.05发行,
迷雾中的圣保罗,迷雾中的圣保罗,5.6,6.5,6.4,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,4015,77,东方剧制,4男2女 4.5小时 高阶 2021.01发行,欧美 推理 欢乐 其他
万有引力,万有引力,6.7,6.9,0,0,0,7.2,0,0,0,6.8,0,0,0,0,0,0,0,0,0,0,6719,4440,77,剧堆,4男4女 4.0小时 新手 2021.05发行,中式 情感 演绎 新手
噩梦娃娃屋,噩梦娃娃屋,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,月球旅行,3男2女 5.0小时 高阶 2021.01发行,
沧笙踏歌,沧笙踏歌,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,又森文创工作室,3男3女 4.5小时 新手,古风 推理 沉浸 武侠
九门,九门,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,安小白剧本工作室,5男2女 4.5小时 高阶,
先秦异闻录,先秦异闻录,6.7,6.8,6.4,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4314,18930,547,大象剧制,4男3女 4.5小时 进阶 2021.12发行,架空 推理 悬疑 武侠
野生,野生,7.2,6.8,6.6,0,0,0,0,0,0,0,0,0,0,0,7.1,0,0,0,0,0,1.4,25032,919,葵花工作室,2男3女 4.0小时 进阶 2021.11发行,
至暗时刻,《至暗时刻》,6.3,6.3,0,0,0,0,6.8,0,0,0,0,0,0,0,6.4,0,0,0,0,0,3547,12481,261,千禧发行工作室,5男3女 4.5小时 进阶 2021.11发行,
当海风吹过我的坟墓,当海风吹过我的坟墓,6.5,6.5,0,0,0,6.7,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,7609,88685,2551,壹直爽,3男4女 4.0小时 新手 2021.11发行,中式 机制 沉浸 都市
余月与你,余月与你,5.5,6.2,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,3280,57,笙笙剧制,3男2女 4.0小时 进阶 2021.10发行,
尸落之城,尸落之城,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1833,0,0,王剧工作室,3男3女 4.0小时 进阶 2021.01发行,
异想天开的三刀两毒杀人事件,异想天开的三刀两毒杀人事件,7.4,7.3,7.4,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10596,21306,848,铭思文化,4男3女 5.5小时 高阶 2021.09发行,
沙影,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
我却乌云遮目,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
收获日,收获日,7.2,6.5,0,0,6.7,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,10072,270,出山工作室,4男1女 4.0小时 新手 2021.11发行,欧美 机制 欢乐 都市
72,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
娘娘千千岁,娘娘千千岁,6.7,6.6,6.6,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5785,13727,303,K的游戏,配置：四男一女（全男反串换装） 游玩时长：5小时 游玩角色：米奇妙（妙屋） 剧本打分：7分 推理部分：前面的案件都挺无语的，不知道咋捋，甚至感觉可以用烂来说了！但是千千岁的最后...全文,架空 推理 欢乐 宫廷
城南花已开,城南花已开,7.6,7.1,0,0,0,7.2,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,6719,22794,779,大锤文创,3男3女 4.5小时 进阶 2021.09发行,
吾栖之瞳,吾栖之瞳,8,7.6,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26171,54561,2161,武汉Top剧本工作; 装蒜剧本工作室,3男3女 4.5小时 进阶 2021.11发行,
你我他,你我他,7.1,6.8,0,0,0,0,6.2,0,7.2,0,0,0,0,0,0,0,0,0,0,0,7609,16906,508,糖果发行工作室,3男3女 4.0小时 进阶 2021.09发行,中式 机制 沉浸 都市
羊,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
逆光而行,逆光而行,6,6.1,0,0,0,6.7,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,6719,14618,364,羲和工作室,3男3女 4.0小时 新手 2021.11发行,架空 情感 演绎 新手
你想和我在瑞士谈场恋爱吗,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
NARAKA,NARAKA,7.7,7.2,0,0,0,0,7.2,0,0,0,0,0,0,0,7.4,0,0,0,0,0,18142,36515,1127,Two-World剧制; 苍山剧社,6男0女 5.0小时 进阶,
欺诈游戏,欺诈游戏,6.9,7,0,6.6,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,1026,51,昊家剧制,4男3女 4.5小时 进阶 2021.12发行,
初恋,初恋,6,6.3,6.3,0,0,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,3.4,3574,63,一目工作室,4男3女 4.0小时 新手 2021.10发行,现代 情感 沉浸 其他
五个阿道夫,五个阿道夫,7.2,7.1,7.2,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,3779,89,,3男2女 4.5小时 高阶 2021.01发行,未来 推理 欢乐 科幻
山田洋子,山田洋子,7.4,7.1,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28012,0,3887,水镜出品,2男4女 4.0小时 进阶 2021.12发行,日式 推理 惊悚 怪谈
贵阴贱壁,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
龙宴3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
仙尽,仙尽,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,人生几何工作室,3男3女 4.0小时 进阶 2021.09发行,古风 推理 沉浸 武侠
神鹿,神鹿,7.5,7.3,0,0,0,7.2,0,0,0,7.2,0,0,0,0,0,0,0,0,0,0,9356,13305,336,,3男3女 4.0小时 进阶 2021.06发行,
衔尾蛇,衔尾蛇,6.2,5.9,5.9,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,3226,85,妙妙屋剧制,4男2女 6.0小时 高阶 2021.07发行,
深林（森林）,深林,7.7,6.9,0,6.8,0,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,24380,737,無花果工作室,5男0女 4.5小时 进阶 2021.04发行,
诡海,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
看海,看海,8,7.5,6.9,0,0,0,0,0,7.6,0,0,0,0,0,0,0,0,0,0,0,2.8,6326,207,谜鹿文化,3男3女 4.0小时 新手 2021.06发行,中式 推理 沉浸 都市
雾隐,雾隐,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,海棠无香,3男2女 4.5小时 进阶 2021.06发行,日式 推理 惊悚 校园
海龟浓汤,海龟浓汤,6.1,6.3,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552,6657,136,司家侦探,时间：1.5小时 人数：2-10人（5男5女） 类型：现代，架空，惊悚，推理，新本格，还原，封闭 是，不是组成的推理小游戏，打发时间听故事真是一绝，小体量剧本，形式新颖灵活有创意。海龟汤还可以一直换着来，体验比较好适合和好朋友一起...全文,
退出群聊,退出群聊,6.2,6.4,6.5,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807,5925,157,剧游方舟,3男3女 4.5小时 进阶 2021.11发行,
死亡序章-我的尸体,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
五好市民,五好市民,6.2,6.5,0,6.6,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,4556,81,猛萌猛萌,3男3女 4.0小时 新手 2021.10发行,
汇通天下,汇通天下,6,5.9,0,0,6.6,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,8607,138,探案笔记,13男7女 4.5小时 新手 2021.08发行,架空 机制 欢乐 都市
人形师,人形师,5.9,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,31,10909,194,镰月剧本发行工作室,3男2女 4.5小时 进阶 2020.05发行,
平行刺杀,平行刺杀·超凡盛会,6.6,6.7,0,6.7,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,5043,3283,86,夜幕辰星,4男3女 4.0小时 进阶 2021.07发行,
光与暗,光与暗,6.3,6.7,0,6.9,0,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,2921,50,黑白猫工作室,5男1女 4.0小时 进阶 2021.06发行,
惊池大覃,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
漪月幽澜,漪月幽澜,6.5,6.7,0,0,0,6.8,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,9517,2670,45,卡卡工作室,3男3女 4.5小时 进阶,古风 阵营 博弈 武侠
小兔儿乖乖,小兔儿乖乖,7.8,7.4,0,0,0,0,6.4,0,7.5,0,0,0,0,0,0,0,0,0,0,0,7609,49341,1577,神域文化,3男4女 4.0小时 新手 2021.11发行,架空 机制 沉浸 童话
六日书社,六日书社,6.8,6.5,0,0,0,6.5,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,7609,10835,250,橘·剧本实验室; 水镜出品,3男3女 4.0小时 进阶 2021.02发行,架空 机制 沉浸 都市
风树之碑,风树之碑,6.7,6.4,0,0,0,6.7,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,6724,5027,95,大连全民侦探,3男3女 4.5小时 进阶 2021.06发行,
月见草,月见草,6.5,6.5,0,0,0,6.7,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,7609,40093,1124,瓦特工作室,3男3女 4.5小时 进阶 2021.11发行,架空 机制 沉浸 都市
能力有限公司,能力有限公司,5.9,6,0,0,6.7,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,15986,322,DA剧本工场,3男4女 4.0小时 进阶 2021.11发行,中式 机制 欢乐 都市
备忘录2第六日,备忘录2：第六日,6.7,6.8,6.9,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1831,9201,215,司家侦探,3男2女 5.0小时 高阶 2021.11发行,
相思骨,相思骨,6,6.4,0,0,0,6.5,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,6724,3699,58,灰帆文化,3男3女 4.0小时 进阶 2021.05发行,古风 情感 演绎 都市
78,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
小吊梨汤,小吊梨汤,8.3,7.6,6,0,0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,73798,2976,时间裂缝,3男3女 4.5小时 进阶 2021.09发行,
相见欢,相见欢,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,荷尔蒙,4男2女 4.0小时 进阶 2021.07发行,古风 推理 沉浸 武侠
像个小孩啃西瓜,像个小孩啃西瓜,7.4,7,6.4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3938,7288,166,末晗文化,3男3女 4.0小时 新手 2021.08发行,中式 推理 欢乐 都市
十年灯,十年灯,7.4,7,0,0,0,7.2,0,0,0,7.1,0,0,0,0,0,0,0,0,0,0,6724,14248,321,LARP原创工作室,【十年灯】我心中排名第一古风情感本 类型：古风 情感 沉浸 城市限定 人数：4男2女 时长：4个多小时 推荐程度：🌟🌟🌟...全文,古风 情感 演绎 都市
二十四夜的祷告,二十四夜的祷告,6.9,6.8,6.8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14762,24058,694,稻草人工作室,5男2女 4.5小时 进阶 2021.07发行,日式 推理 演绎法 都市
我们都将死于29岁,我们都将死于29岁,6.7,6.6,6.1,0,0,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,2.8,14003,355,W-工作室,4男4女 4.5小时 进阶 2021.08发行,中式 推理 沉浸 都市
梅芙罗尔号,梅芙罗尔号,8,7.7,0,0,0,7.4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9517,51903,1744,老玉米联合工作室,4男3女 5.0小时 进阶 2021.01发行,
大唠天宫,大唠天宫,5.4,6.2,0,0,6.6,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,9648,175,木西原创,4男3女 3.5小时 新手 2021.10发行,架空 机制 欢乐 神话
凤泣华翎2归墟,凤泣华翎2：归墟,6.8,6.7,6,0,0,0,0,0,7.1,0,0,0,0,0,0,0,0,0,0,0,2.8,13059,329,拾里文化,3男3女 4.0小时 进阶 2021.06发行,古风 推理 沉浸 武侠
一马当先,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
今夜没有北极星,今夜没有北极星,5.6,6.2,0,0,0,0,5.9,0,6.6,0,0,0,0,0,0,0,0,0,0,0,7609,11224,188,幽林咕咕,4男2女 3.0小时 新手 2021.10发行,现代 机制 沉浸 都市
花木兰,花木兰,6.7,6.9,0,0,0,7.1,0,0,0,0,0,0,0,0,0,6.5,0,0,0,0,9517,6151,95,忆拾玖发行工作室,3男3女 4.5小时 进阶 2021.01发行,古风 阵营 博弈 武侠
第一次送你花,第一次送你花,8,7.5,0,0,0,7.6,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,6724,66538,2610,二类人生剧制,3男3女 4.0小时 新手 2021.07发行,古风 情感 演绎 都市
王座,王座,7.9,7.2,0,6.4,0,0,0,0,0,0,0,0,0,0,0,7.6,0,0,0,0,9517,83522,2755,KOYI可以工作室,4男3女 4.5小时 进阶,
白衣倾城2青山云海,白衣倾城2：青山云海,8.1,7.9,0,0,0,7.4,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3161,31443,1057,树人工作室,4男3女 10.0小时 进阶 2022.04发行,古风 机制 博弈 权谋
甜蜜蜜,甜蜜蜜,7.5,7,6,0,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,84262,2533,九州长歌工作室,3男3女 4.0小时 进阶 2021.11发行,中式 情感 沉浸 都市
有间客栈,有间客栈,5.5,6.1,0,0,6.5,0,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,5.8,67310,1524,盛世剧制,剧本类型:古风欢乐阵营新手 剧本人数:6️⃣（3男3女） 剧本时长:4～5小时 体验角色:宁月 了无牵挂者，忘生；心有所爱者，忘死。 剧本感受:老玩家建议别玩！新手玩家，可以...全文,架空 阵营 欢乐 武侠
星落五丈原,星落五丈原,8.1,7.5,7.6,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36085,74358,3284,隐证剧本工作室,【5小时/冯悠子/没有边缘/体验分：6.5分】 ✅一句话总结：适合新手的老推理本 『🌟关键词：新本格，科幻题材，故事精彩，线索卡很多，机制多余，时长友好』 『🌟角色体验：男女角色体验没有明...全文,
作者不详,作者不详,7.9,7.1,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68679,158712,9199,灰烬工作室,0男6女 4.5小时 进阶 2022.02发行,日式 推理 惊悚 都市
周公游记2食梦记,周公游记2：食梦记,8.7,7.7,8.3,0,0,0,0,0,0,0,7.7,0,0,0,0,0,0,0,0,0,54712,54681,3258,妄想剧场工作室,4男2女 5.0小时 高阶 2021.07发行,
归去来兮,归去来兮,5.5,6.2,0,0,0,6.6,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,6724,4469,62,弥安般偌工作室,3男3女 4.0小时 进阶 2020.08发行,古风 情感 演绎 武侠
邪,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
辞君歌,辞君歌,7.2,6.9,0,6.3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9517,13297,313,矩阵工作室,4男3女 4.0小时 新手 2021.10发行,
唐人街探案3,唐人街探案3：七星迷踪,5.4,6.5,6.4,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,4637,66,万梦园工作室,4男3女 4.0小时 进阶,中式 推理 欢乐 都市
逍遥赋,逍遥赋,6.5,6.4,0,0,0,6.5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6724,10124,187,朋来仙境工作室,3男3女 4.0小时 进阶 2020.09发行,古风 情感 演绎 武侠
奔丧,奔丧,7.2,7.1,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,4517,138,三喵工作室,3男3女 4.0小时 进阶 2021.08发行,
马丁内斯死在惊奇馆,马丁内斯死在惊奇馆,8.7,8.2,8.4,0,0,0,0,0,0,0,7.9,0,0,0,0,0,0,0,0,0,148924,212870,17623,灰烬工作室,3男3女 6.0小时 高阶 2021.11发行,架空 机制 沉浸 进阶
小丑,小丑,7.1,6.8,0,0,0,6.8,0,0,0,7.8,0,0,0,0,0,0,0,0,0,0,6724,16426,320,造梦人文创,3男3女 4.0小时 高阶 2020.07发行,
兔偶公馆,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
人在天庭朝九晚五,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
亲爱的你听我解释,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
七窍,七窍,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,夜幕辰星,3男3女 4.0小时 进阶 2021.07发行,
真香,真香,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,岁寒工作室,4男2女 4.0小时 进阶 2021.08发行,架空 机制 欢乐 都市
来日纵使千千阙歌,来日纵使千千阙歌,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,笙悦文化传媒,12男0女 3.0小时 新手,中式 推理 沉浸 其他
怪诞童话镇,怪诞童话镇,6.7,6.8,6.3,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7252,17919,463,SKY,3男3女 4.5小时 进阶 2021.09发行,中式 推理 欢乐 童话
老不死,老不死,6.8,7.1,6.7,0,0,0,0,0,7.3,0,0,0,0,0,0,0,0,0,0,0,2.8,13979,276,云深不知处,4男1女 4.0小时 进阶 2021.06发行,中式 推理 沉浸 都市
蜡烛镇,蜡烛镇,6.9,6.9,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,1997,52,无相工作室,3男3女 4.5小时 进阶 2021.04发行,
悬崖之下,悬崖之下,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7609,0,0,益本剧制,4男3女 4.5小时 进阶 2021.10发行,民国 机制 沉浸 其他
脱单大会,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
差评,差评,3.7,4.5,0,0,5.2,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,19515,371,黑马剧制,5男5女 4.5小时 新手 2021.10发行,中式 机制 欢乐 都市
晴天神社,晴天神社,8.2,7.5,0,0,0,7.7,0,0,7.6,0,0,0,0,0,0,0,0,0,0,0,3.4,46685,1720,橘·剧本实验室,4男2女 3.5小时 新手 2021.10发行,日式 情感 沉浸 都市
冰川之下,冰川之下,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9517,0,0,跳！大神工作室,3男4女 6.0小时 高阶 2020.06发行,
拜庙,拜庙,6.2,6.5,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,6766,206,天津第一现场,3男3女 4.0小时 进阶 2021.07发行,
锦灰堆,锦灰堆,6.7,7.2,0,0,0,7.1,0,0,0,0,0,0,0,0,0,6.7,0,0,0,0,2.3,3300,57,真富贵工作室,3男3女 4.0小时 进阶 2021.06发行,古风 阵营 沉浸 家国
诸葛七星传,诸葛七星传,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,镜像剧本工厂,5男2女 4.5小时 进阶 2021.07发行,架空 机制 欢乐 都市
第八宗罪,第八宗罪,7.5,7.1,0,0,0,6.9,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,6725,12933,368,司家侦探,3男3女 4.0小时 进阶 2021.08发行,
要听神明的话,要听神明的话,6.8,6.8,6.2,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,25618,645,初心剧制,3男3女 4.0小时 新手 2021.09发行,未来 推理 沉浸 都市
失控病毒,失控病毒,7.5,7,6.8,0,0,0,0,0,0,0,0,0,0,0,6.9,0,0,0,0,0,1.4,8248,160,跃文工作室,3男3女 4.0小时 进阶 2021.10发行,
烟花,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
点名,点名,7.5,7.3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8833,44203,1544,ATM文创,4男4女 4.0小时 进阶 2021.08发行,日式 推理 惊悚 都市
幽灵船,幽灵船,7,6.8,7,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,7440,129,天津剧盟发行工作室,3男3女 4.0小时 高阶 2021.06发行,
孽子,孽子,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,西安如约而至,4男2女 5.0小时 高阶 2021.04发行,
别上楼,别上楼,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1833,0,0,烤生蚝剧制,3男3女 4.0小时 进阶 2021.06发行,
豪门27仪式之门,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
天上的星星睡着了,天上的星星睡着了,7.6,6.8,0,0,0,0,0,0,0,6.8,0,0,0,0,0,0,0,0,0,0,5322,40557,1052,黑桃皇后工作室,4男3女 4.0小时 进阶 2021.10发行,
病娇男孩的恋爱日记,病娇男孩的恋爱日记,6.8,6.9,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63539,155213,3665,鑫梦人生,3男3女 4.5小时 进阶 2021.10发行,
恶龙从未杀死持剑少年,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
归,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
SILENCE白昼,SILENCE：白昼,7.1,6.9,7.1,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2595,6629,162,新蜂工作室,5男3女 5.0小时 高阶 2021.10发行,
还不可以死,还不可以死,6.2,6.2,0,0,6.6,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,16256,370,剧幕工坊,4男3女 4.0小时 进阶 2021.11发行,架空 机制 欢乐 武侠
后来的我们,后来的我们,7.2,6.9,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,28972,595,拾柒工作室,3男3女 3.0小时 新手 2021.04发行,中式 情感 沉浸 校园
周公游记,周公游记,8.9,8.2,0,0,0,0,0,8.4,0,0,8.3,0,0,0,0,0,0,0,0,0,3,129763,9065,妄想剧场工作室,3男3女 5.0小时 高阶 2020.11发行,
阔别,阔别,8,7.4,0,0,0,7.4,0,0,7.9,0,0,0,0,0,0,0,0,0,0,0,6725,29427,978,弥新工作室,3男3女 4.5小时 进阶 2021.05发行,
