query,script_title,overall_rating,剧情,推理,悬疑,欢乐,情感,机制,还原,沉浸,演绎,玩法,故事,难度,互动,立意,阵营,本格,变格,恐怖,硬核,want_count,played_count,review_count,publishers,metadata,tags
禁锢之地,禁锢之地,7.2,7.2,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1833,26657,560,DA剧本工场; 雪人剧制,3男4女 4.0小时 进阶 2020.11发行,微恐剧本杀测评|逃出精神病院《禁锢之地》 题材：精神病院 海龟汤 类型：微恐 情感 还原 沉浸 人数：7人（3...全文
剑舞流炎,剑舞流炎,5.8,6.5,6.4,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,3220,52,嘉诺文化,4男2女 4.0小时 进阶 2020.09发行,
皇帝的荣耀,皇帝的荣耀,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0,0,无垠工作室,4男2女 4.5小时 进阶 2020.10发行,欧美 机制 欢乐 宫廷
豪门21野狐悠谈,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
扶桑嫂,扶桑嫂,6.5,6.6,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6990,18178,363,梦境岭剧本工作室,第17本 时长：3小时 配置：2男4女 DM：法老 让店家把恐怖氛围调到最低，其实就是一个带点氛围的三刀两毒本。三幕四个案件全是三刀两毒，...全文,
疯狂美食节3,疯狂美食节3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0,0,红泥小火炉工作室,3男4女 4.5小时 进阶 2020.09发行,架空 机制 欢乐 都市
璀璨星河,璀璨星河,5.9,6.4,6.4,0,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,13429,126,灰帆文化,3男3女 4.0小时 进阶 2020.11发行,未来 情感 沉浸 科幻
吃来的爱售】,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
奥尔幼儿园,奥尔幼儿园,7.4,7.2,0,0,7,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,54815,837,猫头鹰剧能作,补测系列🌟《奥尔幼儿园》🌟 📖剧本类型:新手｜欢乐｜立意｜微情感 👦玩家配置:三男三女 🕰体验时长:4-5小时 这个本是个古早本了，当时刚玩剧本杀不久...全文,欧美 机制 欢乐 校园
雪封南川,雪封南川,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9517,0,0,志异文创,5男2女 4.5小时 进阶 2019.10发行,
笑饮楼记,笑饮楼记,7,6.9,6.7,0,0,0,0,0,0,0,0,0,0,0,7.2,0,0,0,0,0,1.4,11758,173,有糖谋杀之谜工作室,4男2女 5.0小时 高阶 2020.09发行,
师傅大师兄被妖怪抓走了,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
精神小伙,夜露死苦！进击的精神小伙,5.5,5.9,0,0,6.7,0,0,0,0,0,0,0,0,0,0,5.9,0,0,0,0,5.8,10308,157,闲顽工作室,5男3女 4.0小时 进阶 2020.11发行,
红衣男孩,红衣男孩,7,7,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,471,62197,1359,雪人剧制; ATM文创,微恐怖还原本《红衣男孩》这个本打完我几个晚上不敢关灯睡觉（朱小墨）就是儿子失踪要找儿子！剧情扣人心弦，沉浸感很棒！灯光、音效与剧本配合度很高。店好找，在中街附近，还算干净。 剧本人数:5人（2男3女）剧本时长:3-5小时,中式 机制 惊悚 新手
持斧奥夫,持斧奥夫,8.9,8.3,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136102,170062,13195,,4男2女 4.5小时 高阶 2020.11发行,
一座城,一座城,8.8,8.4,0,0,0,0,7.8,0,0,0,8,0,0,0,0,0,0,0,0,0,6090,168932,13159,老姜剧本,2男2女 4.5小时 进阶 2020.09发行,
七成熟,七成熟,5.9,6.7,6.6,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8888,3441,43,井鸟工作室,4男2女 4.5小时 进阶 2020.11发行,中式 推理 欢乐 都市
第八个面具,第八个面具,7.6,7.2,0,0,0,0,0,7.2,0,0,0,0,0,0,7,0,0,0,0,0,6577,38886,849,沧之溟工作室,4男2女 4.5小时 进阶 2020.11发行,
白鲸,白鲸,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,梦境里发行工作室,4男2女 4.5小时 高阶 2020.11发行,架空 情感 沉浸 都市
剪烛夜行,剪烛夜行,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X探案工作室,3男3女 4.5小时 进阶,
林屋,林屋,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,奥弗赛文娱乐,4男2女 4.5小时 高阶 2020.04发行,中式 推理 沉浸 都市
逆河,逆河,6.1,6.8,6.5,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,4465,86,归一工作室,2男3女 4.0小时 新手 2020.06发行,中式 推理 沉浸 都市
归墟,归墟,5.5,6.3,6.2,0,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,13192,169,灰帆文化,4男2女 4.0小时 进阶 2020.09发行,中式 推理 沉浸 校园
上青天,上青天,6.2,6.6,0,0,0,6.3,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,9517,28138,438,西昆仑发行工作室,4男3女 4.0小时 进阶 2020.07发行,
7号化工厂,7号化工厂,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,阿斯巴甜,3男3女 4.5小时 进阶 2020.10发行,
晚点,晚点,6.6,6.8,6.3,0,0,0,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,2.8,49578,684,西安蛛丝马迹; 巴旦木工作室,3男3女 4.0小时 进阶 2020.11发行,中式 推理 沉浸 都市
少儿不yi,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
你好,你好,4.1,4.9,4.3,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,143406,2605,剧鱼; 梦墨绘梦馆,3男3女 4.5小时 新手 2020.11发行,中式 情感 沉浸 都市
爪洼神国,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
遗作,遗作,6.8,6.8,6.5,0,0,0,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,2.8,9611,164,推理大师,第204本 时长：3.5小时 配置：3男2女 很简单的一个本，适合新手，如果不纠结细节甚至2小时就能结束。 剧本结构是破冰+5逻辑题竞速+2明凶案+...全文,日式 推理 沉浸 都市
瑶池梦,瑶池梦,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7608,0,0,真相骑士,4男3女 4.5小时 进阶 2020.08发行,古风 机制 沉浸 历史
赎心湖,赎心湖,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,布偶剧本工作室,3男3女 4.5小时 进阶 2020.04发行,
十间,十间,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7608,0,0,佛系工作室,3男4女 4.5小时 进阶 2020.10发行,中式 机制 沉浸 都市
请回乡1988,请回乡1988,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8889,0,0,葫芦世界,4男2女 4.5小时 进阶 2020.10发行,中式 推理 欢乐 都市
陆家公馆,陆家公馆,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7608,0,0,雪人剧制,4男2女 4.5小时 进阶 2021.10发行,民国 机制 沉浸 战争
灵台路13号,灵台路13号,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1833,0,0,LARP原创工作室,4男2女 4.5小时 进阶 2020.10发行,
光线与雨滴,光线与雨滴,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,剧堆,3男3女 4.5小时 高阶 2020.11发行,
宫中二三言,宫中二三言,6,5.9,0,0,6.7,0,0,0,0,0,0,0,0,0,0,6.1,0,0,0,0,5.8,30561,516,嗷嗷原创,5男4女 4.0小时 新手 2020.10发行,架空 阵营 欢乐 新手
返魂香,返魂香,5.4,6.4,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,7819,100,灵魂剧院,4男3女 4.5小时 高阶 2020.07发行,
盗门八将,盗门八将,5.2,5.7,0,0,6,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,24262,321,锋芒剧制; 无所事事事务所,百本选手说剧本:剧本《盗门八将》6人本 3男3女 剧本类型:盒装本 欢乐 机制本 游戏时间:4.5小时左右 不得不说 这个本的立意 是好的 让中国的文物回到祖国 我就是 冲着 这个 立意 玩的 剧情 稀碎 故事 特别乱 欢乐本 不欢乐 机制本 机制 无聊 也就 立意不错 看看电影《十二生肖》不香吗？,中式 机制 欢乐 都市
拆迁,拆迁,6.7,6.4,0,0,7.3,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,186755,4894,空然新语; 非凡大陆工作室,5男5女 4.0小时 新手 2020.11发行,中式 机制 欢乐 都市
白夜,白夜,6.1,6.2,0,0,0,6.6,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,3.4,17740,1677,草庐; 大叔文创,3男3女 6.0小时 进阶 2024.01发行,现代 情感 沉浸 其他
白塔,白塔,7.6,7,0,0,0,0,6.8,0,0,0,0,0,0,0,6.8,0,0,0,0,0,1812,9359,164,M.迷城,3男3女 4.5小时 进阶 2020.09发行,
安杜拉斯,安杜拉斯,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,山海剧制,4男3女 4.5小时 进阶 2020.05发行,
mojito,Mojito,5.3,5.7,0,0,0,0,5.9,0,6,0,0,0,0,0,0,0,0,0,0,0,7608,13461,168,花间工作室,4男4女 4.5小时 进阶 2020.10发行,中式 机制 沉浸 都市
鹿乌,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
恐山大祭测本,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
阴缘,阴缘,7.6,7.3,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42925,93416,1738,葵花工作室,3男3女 4.5小时 新手 2020.10发行,古风 推理 惊悚 怪谈
捉鬼,捉鬼,5.9,6.1,5.8,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8899,24684,484,东吴侦探,3男3女 4.5小时 进阶 2020.09发行,民国 推理 欢乐 都市
怨尤,怨尤,7.2,6.9,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,3383,71,荒诞剧社,第247本 时长：4小时 配置：4男3女 整个剧本结构比较简单，由破冰找身份+不重要的小密室+魂穿找身份+结合线索卡还原故事+微情感沉...全文,
青楼之鸦啼莺弄,青楼之鸦啼莺弄,5.3,6.1,0,0,6.6,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,5.8,7228,77,鑫鑫宇河工作室,瑟瑟本，瑟瑟本，瑟瑟本，特别适合熟人车，大家朋友们一起玩，很搞笑，感觉放在现在都适合大家闲得无聊又不想坐着五六个小时去玩，男生女生全反串欢乐加倍！,
鬼遮眼,鬼遮眼,6.5,6.7,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,4713,71,山巫工作室,4男4女 4.5小时 高阶,
你没听过的鬼故事,你没听过的鬼故事,6.8,6.8,6.6,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8899,12260,254,SEVEN工作室,3男2女 4.5小时 进阶,现代 推理 欢乐 怪谈
盛世烟花,盛世烟花,6.6,6.5,0,0,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,6905,81,鲜焰文化,4男2女 4.5小时 进阶 2020.09发行,架空 机制 欢乐 武侠
上路,上路,8.2,7.7,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68144,182150,10641,M.迷城,2男3女 4.5小时 进阶 2020.09发行,
危楼,危楼,6.2,6.6,6.6,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,1.4,7364,130,两级反转发行工作室; LARP原创工作室,4男2女 4.5小时 进阶 2020.10发行,
烟雨华庭,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
余愿,余愿,6.4,6.6,6.4,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,17439,251,空然新语,3男2女 4.5小时 进阶 2020.09发行,民国 情感 沉浸 都市
好想爱这个世界,好想爱这个世界,6,6.3,0,0,0,6.5,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,3.4,9944,144,壹墨,3男2女 4.0小时 进阶 2020.09发行,中式 情感 沉浸 都市
云上昆仑,云上昆仑,6.3,6.8,0,0,0,6.9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9517,13215,210,老玉米联合工作室,3男3女 4.5小时 进阶,古风 阵营 博弈 武侠
浮生六梦,浮生六梦,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,剧堆,2男4女 4.5小时 进阶 2020.10发行,古风 推理 沉浸 都市
沧海,沧海,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,剧堆,3男2女 4.5小时 进阶 2020.10发行,古风 阵营 沉浸 都市
霸道总裁爱上我,霸道总裁爱上我,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7608,0,0,花间工作室,3男3女 4.5小时 进阶 2020.09发行,中式 机制 沉浸 都市
弥撒交响曲,弥撒交响曲,6.8,6.7,0,0,0,6.6,0,0,0,0,0,0,0,0,0,6.7,0,0,0,0,9517,3610,56,TLS剧本工作室,4男3女 4.5小时 进阶 2020.09发行,
前男友的100种si法,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
出轨,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
落魄街,落魄街,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5049,0,0,弥安般偌工作室,4男1女 4.5小时 进阶 2020.09发行,
再相逢,再相逢,6.6,6.7,6.5,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,38758,560,醉丝轩工作室,3男3女 4.0小时 进阶 2020.07发行,现代 情感 沉浸 都市
望川旅馆,望川旅馆,5.8,6.4,6.3,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,2.8,19129,293,禾必工作室,3男2女 4.5小时 进阶 2020.09发行,中式 推理 沉浸 都市
背影,背影,6.6,6.7,6.7,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708,4066,113,LARP原创工作室,3男2女 4.5小时 进阶 2020.10发行,
斯莱姆的囚徒,斯莱姆的囚徒,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,马邦德侦探事务所,4男2女 4.5小时 进阶 2020.09发行,
拾伍,拾伍,6.6,6.7,5.8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,44318,641,先人后己工作室,3男3女 4.0小时 新手 2020.10发行,日式 情感 沉浸 动物
忍者,忍者,7.4,6.8,0,0,7.4,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,8415,119,暮光黑红馆,3男2女 4.5小时 进阶 2020.08发行,日式 机制 欢乐 二次元
人间不值得整理,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
昆池岩,昆池岩,5.1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,0,0,0,0,31,21406,263,橘猫工作室,4男2女 4.5小时 进阶 2020.09发行,
苦面柱,苦面柱,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Siren剧本工作室,3男3女 4.5小时 进阶,日式 推理 惊悚 怪谈
玻璃屋整理,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
幽城复生,幽城复生,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LARP原创工作室,第246本 时长：2.5小时 配置：2男3女 纯故事分享和线索卡分享大会，毫无推理内容。如果去掉恐怖元素可能都不能称得上是一个完整的剧本...全文,
鬼娘密室,004鬼娘密室,7.8,7.4,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22286,37414,800,肆言良语,百本选手说剧本:剧本《004鬼娘密室》6人本 3男3女（🉑以反串）剧本类型:盒装本 推理本 游戏时间:5小时左右 👬适合人群：新手 入坑 老本...全文,
献祭者,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
失真的旋律,失真的旋律,8.5,7.9,7.6,0,0,0,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,1.4,25252,1918,智乐源文化,百本选手说剧本:剧本《失真的旋律》6人本 3男3女 剧本类型:盒装本 豪门惊情系列 游戏时间:4小时 👬适合人群：豪门粉丝 ❤剧情感受：...全文,民国 推理 沉浸 豪门
雾月人鱼潭,雾月人鱼潭,6.6,7,6.7,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,5379,136,LARP原创工作室,3男3女 4.5小时 进阶 2020.09发行,
破壁之刃,破壁之刃,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,乱神企划工作室,4男3女 4.5小时 进阶 2020.08发行,
斗兽场,斗兽场,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,南川北鱼工作室,3男4女 4.5小时 进阶,
不归路,不归路,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,红中工作室,3男3女 4.5小时 进阶,
锦鸳记,锦鸳记,6.5,6.8,0,0,0,6.7,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,2.3,11924,158,阿斯巴甜,3男3女 4.5小时 进阶 2020.09发行,
如是我闻整理版,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
宅心人后,宅心人后,6,6.7,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,6874,106,跳！大神工作室,4男4女 4.5小时 高阶 2020.07发行,
以父之名,以父之名,6.4,6.6,0,6.3,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,15317,233,拾柒工作室,4男2女 4.5小时 进阶 2020.08发行,
圣骨,圣骨,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,诡迹文化,3男3女 4.5小时 进阶 2020.06发行,
阡陌之绊,阡陌之绊,5.8,6.4,6.3,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,4581,46,惊蛰推理,4男4女 4.5小时 进阶 2020.09发行,日式 推理 沉浸 神话
禁果2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
无双,无双,6.9,6.6,0,0,0,0,6.9,0,0,0,6.9,0,0,0,0,0,0,0,0,0,3161,8032,295,拾柒工作室,5男3女 7.0小时 进阶 2023.08发行,古风 机制 博弈 武侠
0.01,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
此去昆仑,此去昆仑,5.7,6.5,0,0,0,6.6,0,0,0,6.6,0,0,0,0,0,0,0,0,0,0,1.1,4563,49,鑫梦人生,4男4女 4.5小时 进阶 2020.08发行,古风 情感 演绎 武侠
盗道倒,盗道倒,6.9,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0,0,0,0,626,6109,90,MT-MyGame剧本工作室,4男2女 4.5小时 高阶 2019.11发行,
第四碗肉,第四碗肉,6.7,6.9,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7511,15650,222,沧之溟工作室,4男3女 4.5小时 进阶 2020.01发行,
刁民,刁民,6.1,6.1,0,0,6.7,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,114531,1922,好琦工作室,3男3女 4.5小时 进阶 2020.05发行,现代 机制 欢乐 都市
渡忘川,渡忘川,5.6,6.4,0,0,0,6.7,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3161,3787,44,南川北鱼工作室,3男4女 4.5小时 进阶 2020.04发行,古风 机制 博弈 怪谈
弗洛伊德,弗洛伊德之锚,7.1,7,6.9,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8918,19888,445,鑫梦人生,3男3女 4.5小时 高阶 2020.07发行,中式 推理 欢乐 都市
鬼判,鬼判,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,夜行者剧制,3男2女 4.5小时 进阶,古风 推理 沉浸 怪谈
海的牙齿神的骨头,海的牙齿神的骨头,7.4,7.1,0,0,0,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,471,29748,599,惊蛰推理,3男3女 4.5小时 进阶 2020.08发行,
即墨寒兮,即墨寒兮,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9517,0,0,LARP原创工作室,5男5女 4.5小时 进阶 2019.07发行,古风 阵营 博弈 武侠
紧急事件,紧急事件,7.4,7.1,0,7.1,0,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,11962,193,铭思文化,4男2女 4.5小时 进阶 2020.08发行,
恐怖游轮整理,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
铃儿响叮当,铃儿响叮当,6.1,6.8,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,8526,107,贵阳久弥工作室,4男3女 4.5小时 进阶 2020.08发行,
马赛克3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
魔女的幸福之夜整理版,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
我要当大哥,我要当大哥,4.7,5.2,0,0,5.8,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,16653,240,佛系工作室,4男4女 4.5小时 新手 2020.08发行,中式 机制 欢乐 都市
永生之谜,永生之谜,6.6,6.8,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,6672,95,浮生文宝工作室,4男2女 4.5小时 进阶 2020.08发行,
今夕何夕整理版,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
蜕变俱乐部2 海的女儿,蜕变俱乐部2：海的女儿,7.2,7.1,0,0,0,6.5,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,7608,14689,198,阿斯巴甜,4男3女 4.0小时 高阶 2020.08发行,欧美 机制 沉浸 童话
在人间,在人间,7.8,7.4,6.4,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,77665,1773,楚门原创工作室,总算找到这个被删掉的测评了，确实我就是觉得这个本不行怎么地吧，里面到底是在叙述个什么下头的故事，这些男的都是干嘛的，这个本的宗旨就为女性发声而写的是这意思吗？ 沉浸，要哭吗抱歉真哭不出来。全程就弄了两个多小时，感觉像在看作文毫无代入感可言，优柔...全文,中式 情感 沉浸 都市
瘆,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
第7号嫌疑人,第7号嫌疑人2：最后的嫌疑人,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,低空飞行,3男3女 6.5小时 进阶 2024.09发行,
蓝色大丽花,蓝色大丽花,7,7,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32480,92534,2059,奶凶奶凶剧本工作室,3男2女 3.5小时 新手 2020.08发行,欧美 推理 惊悚 新手
睁开双眼10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
精神病院4,精神病院4,6.6,6.8,6.6,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8918,8070,129,SEVEN工作室,4男1女 4.5小时 进阶 2021.11发行,中式 推理 欢乐 都市
生化校园完整版,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
《》书名号,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
大钟,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
青语,青语,7.6,7.3,7.1,0,0,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,2.8,15845,550,涟漪剧本工作室,2男3女 4.5小时 高阶 2020.08发行,中式 推理 沉浸 都市
珠光宝气,珠光宝气,5.2,5.4,0,0,6.4,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,42606,556,3101原创剧本工作室,4男3女 4.0小时 进阶 2019.06发行,欧美 机制 欢乐 都市
看花回,看花回,5.9,6.3,5.9,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,12593,172,万游文创,3男3女 4.5小时 进阶 2020.07发行,古风 推理 沉浸 神话
★山河永寂,山河永寂,7.2,7.1,6.4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,47082,1045,威海不二工作室,3男3女 4.5小时 新手 2020.07发行,古风 情感 沉浸 家国
启灵会,启灵会,6.7,6.7,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,3591,41,鲜焰文化,6男1女 4.5小时 进阶 2020.06发行,
龙宴,龙宴,7.3,7.1,0,0,7,0,0,0,0,0,0,0,0,0,0,7.2,0,0,0,0,5.8,154228,3669,黑马剧制,5男3女 4.0小时 进阶 2020.06发行,
清平调整理版,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
谁是潘金莲,谁是潘金莲,5.2,5.8,0,0,6.5,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,13518,189,南昌罗生门推理室,4男4女 4.5小时 进阶 2020.06发行,架空 机制 欢乐 都市
隔世信,隔世信,6.4,6.7,0,0,0,6.8,0,0,0,6.6,0,0,0,0,0,0,0,0,0,0,1.1,5211,60,秘密档案馆,4男2女 4.5小时 进阶,
你有没有见过他,你有没有见过他,6.5,7.1,0,0,0,0,0,0,0,0,6.8,0,0,0,0,6.7,0,0,0,0,9517,4307,51,锦鲤工作室,3男3女 4.5小时 进阶 2020.07发行,
禁止套娃,禁止套娃,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X剧本工作室,3男3女 4.5小时 进阶 2021.07发行,
龙傲天,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
洋葱,洋葱,5.4,5.8,5.3,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,30756,453,3101原创剧本工作室,3男4女 4.0小时 新手 2021.01发行,中式 情感 沉浸 都市
尸联航班,尸联航班,5.2,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,471,11803,158,九州长歌工作室,3男3女 4.0小时 进阶 2020.07发行,
漆昼之翁,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
